Service Code;Service Name;Role;Region;2024 Q1;2024 Q2;2024 Q3;2024 Q4;2025 Q1;2025 Q2;2025 Q3;2025 Q4;2026 Q1;2026 Q2;2026 Q3;2026 Q4;Info
ALL;ALL;PPSL;ALL;57.6;55.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;PPSL;ALL;77.5;79.2;38.9;40.4;40.7;41.8;43.1;44.9;43.4;44.3;44.2;46.5;In House Coverage %
ALL;ALL;PPSL;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;PPSL;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;PPSL;ALL;36.1;36.1;16.7;16.9;17.8;17.8;17.8;17.8;17.8;17.8;17.8;17.8;Total In-House Workforce - FTEs with TOPs
ALL;ALL;PPSL;ALL;-10.5;-9.5;-26.2;-24.9;-25.9;-24.8;-23.5;-21.8;-23.2;-22.4;-22.5;-20.5;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;PPSL;ALL;57.6;55.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;PPSL;ALL;77.5;79.2;38.9;40.4;40.7;41.8;43.1;44.9;43.4;44.3;44.2;46.5;In House Coverage % with TOPS
ALL;ALL;PRG;ALL;280.0;276.4;258.9;257.3;272.6;259.6;267.9;281.3;256.6;248.3;252.3;261.9;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;PRG;ALL;68.6;68.0;72.8;85.8;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;Registered Headcount - FTEs
ALL;ALL;PRG;ALL;54.9;57.2;28.9;28.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;PRG;ALL;101.0;104.0;105.3;105.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;PRG;ALL;224.5;229.2;207.0;220.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;Total In-House Workforce - FTEs
ALL;ALL;PRG;ALL;-55.5;-47.2;-51.9;-37.3;-186.6;-173.6;-181.9;-195.3;-170.6;-162.3;-166.3;-175.9;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;PRG;ALL;69.4;70.3;64.8;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;PRG;ALL;80.2;82.9;80.0;85.5;31.5;33.1;32.1;30.6;33.5;34.6;34.1;32.8;In House Coverage %
ALL;ALL;PRG;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;PRG;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;PRG;ALL;224.5;229.2;207.0;220.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;86.0;Total In-House Workforce - FTEs with TOPs
ALL;ALL;PRG;ALL;-55.5;-47.2;-51.9;-37.3;-186.6;-173.6;-181.9;-195.3;-170.6;-162.3;-166.3;-175.9;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;PRG;ALL;69.4;70.3;64.8;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;PRG;ALL;80.2;82.9;80.0;85.5;31.5;33.1;32.1;30.6;33.5;34.6;34.1;32.8;In House Coverage % with TOPS
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Registered Headcount - FTEs
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total In-House Workforce - FTEs
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;In House Coverage %
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total In-House Workforce - FTEs with TOPs
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;PRG-ECB;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;In House Coverage % with TOPS
ALL;ALL;PRG-SDTM;ALL;36.0;35.7;38.8;40.7;45.4;39.0;41.3;40.7;36.6;35.4;40.3;37.7;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;PRG-SDTM;ALL;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;Registered Headcount - FTEs
ALL;ALL;PRG-SDTM;ALL;3.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;PRG-SDTM;ALL;14.4;14.4;14.4;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;PRG-SDTM;ALL;22.4;22.4;22.4;22.4;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;Total In-House Workforce - FTEs
ALL;ALL;PRG-SDTM;ALL;-13.6;-13.3;-16.4;-18.3;-40.4;-34.0;-36.3;-35.7;-31.6;-30.4;-35.3;-32.7;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;PRG-SDTM;ALL;77.7;77.7;77.7;77.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;PRG-SDTM;ALL;62.2;62.7;57.7;55.0;11.0;12.8;12.1;12.3;13.7;14.1;12.4;13.3;In House Coverage %
ALL;ALL;PRG-SDTM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;PRG-SDTM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;PRG-SDTM;ALL;22.4;22.4;22.4;22.4;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;Total In-House Workforce - FTEs with TOPs
ALL;ALL;PRG-SDTM;ALL;-13.6;-13.3;-16.4;-18.3;-40.4;-34.0;-36.3;-35.7;-31.6;-30.4;-35.3;-32.7;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;PRG-SDTM;ALL;77.7;77.7;77.7;77.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;PRG-SDTM;ALL;62.2;62.7;57.7;55.0;11.0;12.8;12.1;12.3;13.7;14.1;12.4;13.3;In House Coverage % with TOPS
ALL;ALL;PSA;ALL;63.7;70.0;72.7;73.7;71.7;72.7;68.3;63.9;60.8;60.5;60.6;58.8;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;PSA;ALL;14.0;13.6;14.1;14.1;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;Registered Headcount - FTEs
ALL;ALL;PSA;ALL;33.7;36.2;20.6;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;PSA;ALL;4.4;4.4;4.4;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;PSA;ALL;52.1;54.2;39.1;39.1;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;Total In-House Workforce - FTEs
ALL;ALL;PSA;ALL;-11.6;-15.8;-33.6;-34.6;-57.3;-58.3;-53.9;-49.5;-46.4;-46.1;-46.2;-44.4;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;PSA;ALL;73.1;74.9;63.9;63.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;PSA;ALL;81.8;77.4;53.8;53.1;20.1;19.8;21.1;22.5;23.7;23.8;23.8;24.5;In House Coverage %
ALL;ALL;PSA;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;PSA;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;PSA;ALL;52.1;54.2;39.1;39.1;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;Total In-House Workforce - FTEs with TOPs
ALL;ALL;PSA;ALL;-11.6;-15.8;-33.6;-34.6;-57.3;-58.3;-53.9;-49.5;-46.4;-46.1;-46.2;-44.4;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;PSA;ALL;73.1;74.9;63.9;63.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;PSA;ALL;81.8;77.4;53.8;53.1;20.1;19.8;21.1;22.5;23.7;23.8;23.8;24.5;In House Coverage % with TOPS
ALL;ALL;QCS;ALL;2.0;1.8;1.9;1.6;1.7;1.4;1.1;1.3;1.4;1.2;0.9;0.7;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;QCS;ALL;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;Registered Headcount - FTEs
ALL;ALL;QCS;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;QCS;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;QCS;ALL;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;Total In-House Workforce - FTEs
ALL;ALL;QCS;ALL;-1.1;-0.9;-1.0;-0.7;-0.8;-0.5;-0.2;-0.4;-0.5;-0.3;0.0;0.2;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;QCS;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;QCS;ALL;45.0;50.0;47.4;56.2;52.9;64.3;81.8;69.2;64.3;75.0;100.0;128.6;In House Coverage %
ALL;ALL;QCS;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;QCS;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;QCS;ALL;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;Total In-House Workforce - FTEs with TOPs
ALL;ALL;QCS;ALL;-1.1;-0.9;-1.0;-0.7;-0.8;-0.5;-0.2;-0.4;-0.5;-0.3;0.0;0.2;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;QCS;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;QCS;ALL;45.0;50.0;47.4;56.2;52.9;64.3;81.8;69.2;64.3;75.0;100.0;128.6;In House Coverage % with TOPS
ALL;ALL;RBM;ALL;53.3;66.3;72.2;85.9;79.0;81.0;83.4;82.9;85.1;86.7;89.2;89.2;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;RBM;ALL;12.2;12.7;11.8;11.8;12.2;12.7;12.7;12.7;12.7;12.7;12.7;12.7;Registered Headcount - FTEs
ALL;ALL;RBM;ALL;8.6;8.2;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;RBM;ALL;18.2;20.7;22.5;22.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;RBM;ALL;39.0;41.6;42.3;42.3;12.2;12.7;12.7;12.7;12.7;12.7;12.7;12.7;Total In-House Workforce - FTEs
ALL;ALL;RBM;ALL;-14.3;-24.7;-29.9;-43.6;-66.8;-68.3;-70.7;-70.2;-72.4;-74.0;-76.5;-76.5;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;RBM;ALL;68.7;69.5;72.1;72.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;RBM;ALL;73.2;62.7;58.6;49.2;15.4;15.7;15.2;15.3;14.9;14.6;14.2;14.2;In House Coverage %
ALL;ALL;RBM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;RBM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;RBM;ALL;39.0;41.6;42.3;42.3;12.2;12.7;12.7;12.7;12.7;12.7;12.7;12.7;Total In-House Workforce - FTEs with TOPs
ALL;ALL;RBM;ALL;-14.3;-24.7;-29.9;-43.6;-66.8;-68.3;-70.7;-70.2;-72.4;-74.0;-76.5;-76.5;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;RBM;ALL;68.7;69.5;72.1;72.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;RBM;ALL;73.2;62.7;58.6;49.2;15.4;15.7;15.2;15.3;14.9;14.6;14.2;14.2;In House Coverage % with TOPS
ALL;ALL;REM;ALL;48.8;45.6;44.1;45.4;41.7;42.9;45.1;43.2;40.2;38.1;36.0;34.8;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;REM;ALL;17.7;18.9;21.1;22.1;22.4;22.4;22.4;22.4;22.4;22.4;22.4;22.4;Registered Headcount - FTEs
ALL;ALL;REM;ALL;8.8;8.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;REM;ALL;6.0;6.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;REM;ALL;32.5;33.7;27.1;28.1;22.4;22.4;22.4;22.4;22.4;22.4;22.4;22.4;Total In-House Workforce - FTEs
ALL;ALL;REM;ALL;-16.3;-11.9;-17.0;-17.3;-19.3;-20.5;-22.7;-20.8;-17.8;-15.7;-13.6;-12.4;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;REM;ALL;45.5;43.9;22.1;21.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;REM;ALL;66.6;73.9;61.5;61.9;53.7;52.2;49.7;51.9;55.7;58.8;62.2;64.4;In House Coverage %
ALL;ALL;REM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;REM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;REM;ALL;32.5;33.7;27.1;28.1;22.4;22.4;22.4;22.4;22.4;22.4;22.4;22.4;Total In-House Workforce - FTEs with TOPs
ALL;ALL;REM;ALL;-16.3;-11.9;-17.0;-17.3;-19.3;-20.5;-22.7;-20.8;-17.8;-15.7;-13.6;-12.4;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;REM;ALL;45.5;43.9;22.1;21.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;REM;ALL;66.6;73.9;61.5;61.9;53.7;52.2;49.7;51.9;55.7;58.8;62.2;64.4;In House Coverage % with TOPS
ALL;ALL;RSUP;ALL;30.9;29.4;28.9;28.4;30.6;29.0;29.0;29.0;29.4;29.4;29.4;29.4;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;RSUP;ALL;19.7;20.0;20.6;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Registered Headcount - FTEs
ALL;ALL;RSUP;ALL;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;RSUP;ALL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;RSUP;ALL;24.7;24.0;20.6;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Total In-House Workforce - FTEs
ALL;ALL;RSUP;ALL;-6.2;-5.4;-8.3;-8.4;-10.6;-9.0;-9.0;-9.0;-9.4;-9.4;-9.4;-9.4;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;RSUP;ALL;20.2;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;RSUP;ALL;79.9;81.6;71.3;70.4;65.4;69.0;69.0;69.0;68.0;68.0;68.0;68.0;In House Coverage %
ALL;ALL;RSUP;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;RSUP;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;RSUP;ALL;24.7;24.0;20.6;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;Total In-House Workforce - FTEs with TOPs
ALL;ALL;RSUP;ALL;-6.2;-5.4;-8.3;-8.4;-10.6;-9.0;-9.0;-9.0;-9.4;-9.4;-9.4;-9.4;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;RSUP;ALL;20.2;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;RSUP;ALL;79.9;81.6;71.3;70.4;65.4;69.0;69.0;69.0;68.0;68.0;68.0;68.0;In House Coverage % with TOPS
ALL;ALL;RTLM;ALL;31.9;25.1;33.9;25.9;31.4;26.3;26.8;34.2;30.7;28.2;24.1;22.6;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;RTLM;ALL;6.5;6.7;7.3;7.3;7.3;7.3;7.3;7.3;7.3;7.3;7.3;7.3;Registered Headcount - FTEs
ALL;ALL;RTLM;ALL;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;RTLM;ALL;10.9;11.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;RTLM;ALL;19.4;19.7;16.3;16.3;7.3;7.3;7.3;7.3;7.3;7.3;7.3;7.3;Total In-House Workforce - FTEs
ALL;ALL;RTLM;ALL;-12.5;-5.4;-17.6;-9.6;-24.1;-19.0;-19.5;-26.9;-23.4;-20.9;-16.8;-15.3;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;RTLM;ALL;66.5;66.0;55.2;55.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;RTLM;ALL;60.8;78.5;48.1;62.9;23.2;27.8;27.2;21.3;23.8;25.9;30.3;32.3;In House Coverage %
ALL;ALL;RTLM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;RTLM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;RTLM;ALL;19.4;19.7;16.3;16.3;7.3;7.3;7.3;7.3;7.3;7.3;7.3;7.3;Total In-House Workforce - FTEs with TOPs
ALL;ALL;RTLM;ALL;-12.5;-5.4;-17.6;-9.6;-24.1;-19.0;-19.5;-26.9;-23.4;-20.9;-16.8;-15.3;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;RTLM;ALL;66.5;66.0;55.2;55.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;RTLM;ALL;60.8;78.5;48.1;62.9;23.2;27.8;27.2;21.3;23.8;25.9;30.3;32.3;In House Coverage % with TOPS
ALL;ALL;RTM;ALL;71.9;73.0;80.2;80.5;77.3;79.2;81.6;86.3;86.0;87.0;88.1;89.7;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;RTM;ALL;40.5;39.2;39.1;41.1;41.9;42.0;42.7;42.8;44.4;44.4;44.4;44.4;Registered Headcount - FTEs
ALL;ALL;RTM;ALL;18.9;20.0;20.3;20.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;RTM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;RTM;ALL;59.4;59.2;59.4;61.4;41.9;42.0;42.7;42.8;44.4;44.4;44.4;44.4;Total In-House Workforce - FTEs
ALL;ALL;RTM;ALL;-12.5;-13.8;-20.8;-19.1;-35.4;-37.2;-38.9;-43.5;-41.6;-42.6;-43.7;-45.3;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;RTM;ALL;31.8;33.8;34.2;33.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;RTM;ALL;82.6;81.1;74.1;76.3;54.2;53.0;52.3;49.6;51.6;51.0;50.4;49.5;In House Coverage %
ALL;ALL;RTM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;RTM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;RTM;ALL;59.4;59.2;59.4;61.4;41.9;42.0;42.7;42.8;44.4;44.4;44.4;44.4;Total In-House Workforce - FTEs with TOPs
ALL;ALL;RTM;ALL;-12.5;-13.8;-20.8;-19.1;-35.4;-37.2;-38.9;-43.5;-41.6;-42.6;-43.7;-45.3;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;RTM;ALL;31.8;33.8;34.2;33.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;RTM;ALL;82.6;81.1;74.1;76.3;54.2;53.0;52.3;49.6;51.6;51.0;50.4;49.5;In House Coverage % with TOPS
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Registered Headcount - FTEs
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total In-House Workforce - FTEs
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;In House Coverage %
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 TOPs
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Total In-House Workforce - FTEs with TOPs
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;Gap In-House - FTEs  (Workforce vs Workload) with TOPS
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility % with TOPS
ALL;ALL;SAM;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;In House Coverage % with TOPS
ALL;ALL;SCI;ALL;18.1;18.1;19.0;19.0;18.6;18.6;18.6;18.6;18.6;18.6;18.6;18.6;In-House Workload - Total FTEs - after PRP & Approved+Not Approved
ALL;ALL;SCI;ALL;10.3;11.1;10.9;11.2;11.2;11.2;11.2;11.2;11.2;11.2;11.2;11.2;Registered Headcount - FTEs
ALL;ALL;SCI;ALL;3.9;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A - Committed - FTEs
ALL;ALL;SCI;ALL;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;AD10 - Committed - FTEs
ALL;ALL;SCI;ALL;15.2;16.1;11.9;12.2;11.2;11.2;11.2;11.2;11.2;11.2;11.2;11.2;Total In-House Workforce - FTEs
ALL;ALL;SCI;ALL;-2.9;-2.0;-7.1;-6.8;-7.4;-7.4;-7.4;-7.4;-7.4;-7.4;-7.4;-7.4;Gap In-House - FTEs (Workforce vs Workload)
ALL;ALL;SCI;ALL;32.2;31.1;8.4;8.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Flexibility %
ALL;ALL;SCI;ALL;84.0;89.0;62.6;64.2;60.2;60.2;60.2;60.2;60.2;60.2;60.2;60.2;In House Coverage %
ALL;ALL;SCI;ALL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110A TOPs
